20
945 1996
65 640 399
599 118 486
424 143 639
17 518 636
436 263 889
92 740 241
775 150 44
441 185 100
4 818 910
493 301 374
132 683 710
540 445 138
417 563 417
543 121 463
16 218 431
410 182 694
883 126 561
332 378 636
405 498 568
375 940 251
76 435 476
363 837 443
494 351 371
273 46 438
277 330 608
504 224 219
411 189 623
517 348 160
470 941 621
358 604 423
311 645 138
609 474 798
56 837 439
127 568 977
754 791 444
940 63 380
867 240 405
656 354 611
59 571 281
519 315 702
941 514 473
289 216 459
249 128 850
536 150 926
480 345 270
857 825 678
919 374 449
289 517 397
292 415 399
350 396 931
42 392 63
541 255 568
809 172 480
852 103 184
388 454 984
498 608 93
529 917 954
945 727 206
165 676 221
274 524 232
392 7 237
589 815 961
487 432 233
789 614 19
779 919 235
196 266 809
145 585 65
653 257 367
931 453 762
401 622 670
275 294 816
533 539 47
628 757 617
349 488 758
667 407 721
416 344 876
942 284 149
231 762 93
772 728 738
432 369 301
676 344 970
631 312 140
924 169 532
135 162 224
340 131 413
884 346 221
286 553 372
140 239 925
165 377 793
861 443 496
346 43 438
448 694 555
799 555 719
376 359 677
192 808 811
642 481 73
500 57 752
107 804 838
427 478 55
623 766 404
314 574 504
481 271 858
783 243 645
284 834 654
364 688 209
171 123 144
302 392 54
38 701 880
284 130 896
734 302 512
425 368 683
484 694 79
260 123 740
24 832 743
793 532 898
104 431 643
284 796 607
108 26 17
521 50 150
269 170 89
659 381 967
773 592 940
416 829 480
657 877 567
343 793 877
936 418 228
819 613 331
213 885 248
902 896 805
527 182 696
614 256 737
9 401 807
751 678 882
677 529 411
400 315 734
831 71 424
550 211 9
119 57 736
657 418 894
666 218 220
229 746 745
503 291 46
643 798 277
352 882 235
119 136 832
180 749 802
39 125 796
427 628 279
515 139 950
829 491 862
848 884 383
43 91 10
446 342 829
273 931 891
128 443 104
213 875 547
443 813 696
767 516 159
793 437 159
268 711 817
29 170 186
504 808 113
389 722 329
938 503 229
509 329 896
1 716 877
283 740 171
100 670 426
265 363 191
269 657 178
802 604 181
790 60 167
93 912 332
742 431 980
485 36 631
232 841 478
241 774 655
749 190 134
66 147 673
823 742 794
646 142 368
173 618 546
648 512 715
502 788 157
241 427 33
511 917 715
449 641 843
900 527 74
770 184 441
254 742 407
362 304 873
538 462 564
401 781 500
4 595 190
571 481 250
477 532 803
82 772 949
550 853 975
145 249 620
221 792 884
31 807 715
370 487 60
205 943 253
407 61 663
313 93 393
114 935 879
472 379 218
157 304 468
760 589 121
681 240 457
104 224 173
12 829 985
813 867 92
294 96 647
328 622 459
47 363 67
578 759 747
496 372 993
107 229 509
359 620 40
450 52 758
685 133 228
71 414 832
276 357 121
191 629 712
394 63 562
302 150 251
207 36 731
441 184 819
333 150 215
756 590 597
306 347 60
795 870 154
24 943 873
513 47 694
326 491 134
159 348 229
158 866 875
703 120 332
486 868 636
717 471 19
519 514 761
197 718 966
398 89 207
378 740 877
323 896 490
740 792 826
880 845 560
209 707 185
313 3 652
45 795 137
915 464 593
314 566 978
280 382 917
87 677 2
371 653 185
310 797 31
8 63 32
891 117 734
246 271 709
806 136 254
694 53 665
350 74 931
245 573 405
158 688 23
62 640 924
606 254 335
833 489 463
711 931 274
368 464 470
217 150 889
2 557 507
670 171 632
352 15 859
778 325 929
804 616 788
430 264 733
37 597 305
721 533 929
544 532 653
893 192 391
156 830 235
249 87 882
446 115 792
190 739 863
482 260 655
196 103 506
711 869 542
72 77 252
390 880 136
743 643 164
179 181 372
180 114 128
664 923 581
220 895 63
486 733 221
692 905 165
933 594 691
355 913 497
752 492 182
424 733 112
74 328 302
491 451 575
399 664 91
547 124 943
534 583 885
422 676 741
531 339 131
741 200 311
428 905 158
329 87 222
76 245 946
879 173 983
446 109 896
516 451 748
757 941 12
449 199 88
598 384 847
837 503 66
656 465 920
712 315 333
153 472 47
355 801 638
359 778 810
511 310 323
51 698 228
127 609 330
486 812 736
471 618 133
14 601 542
705 906 334
540 194 744
228 184 996
39 724 430
54 383 89
89 461 618
602 679 405
8 324 383
58 755 565
222 133 635
546 354 389
52 154 280
916 881 903
1 65 808
378 47 816
34 743 366
276 887 783
524 870 562
293 900 2
442 771 3
537 572 381
245 628 639
430 837 989
677 342 46
174 255 525
467 659 741
936 168 892
739 106 120
150 172 175
453 365 195
698 708 254
854 245 819
665 219 339
433 402 737
213 374 720
906 770 205
446 333 946
624 473 145
747 649 93
818 780 339
101 808 283
888 154 746
564 419 711
465 640 770
313 894 567
609 143 417
452 825 530
567 355 184
443 428 350
160 514 216
590 475 495
571 762 765
919 466 516
22 390 968
329 770 239
75 246 984
827 20 783
491 790 150
859 878 146
375 855 82
571 46 676
113 685 907
582 486 990
682 247 155
912 333 989
445 275 766
263 249 298
271 701 113
198 562 979
334 112 211
769 940 65
151 518 309
562 52 137
27 172 298
458 841 258
444 360 2
353 206 380
215 888 338
376 411 337
10 922 401
383 819 165
5 661 1000
889 887 50
619 915 454
344 515 479
562 622 390
477 454 296
112 713 254
206 924 398
417 569 937
93 908 708
135 701 11
846 174 219
367 849 257
690 304 164
632 581 356
920 924 789
410 626 555
878 782 178
808 236 645
562 738 183
306 537 28
77 345 941
200 32 574
433 673 631
287 882 425
231 920 468
530 675 620
698 186 223
451 439 205
887 834 874
171 844 655
616 770 468
523 684 840
634 92 289
342 298 825
440 609 861
301 890 944
371 111 719
764 299 422
129 293 584
276 25 932
151 372 115
554 178 473
146 198 72
342 763 89
199 457 203
395 694 851
421 867 831
291 338 500
353 473 874
87 580 343
555 200 58
328 73 581
80 20 479
597 469 314
360 319 571
363 431 604
755 575 599
600 406 914
549 613 317
623 640 487
594 611 363
144 701 528
436 419 205
935 401 594
650 295 238
364 397 629
259 886 821
928 479 636
670 265 539
557 264 377
131 535 28
511 172 22
933 477 928
829 44 775
660 550 93
334 306 927
268 687 935
435 809 292
33 163 630
849 825 521
503 887 765
758 141 936
939 864 177
756 394 108
306 776 478
781 151 560
376 98 365
76 253 744
601 836 345
8 558 916
594 894 378
718 487 15
848 277 213
778 483 682
932 24 563
596 613 329
329 32 210
272 764 16
637 554 901
608 436 742
1 295 607
503 664 484
857 793 373
767 485 926
480 72 887
683 616 784
30 628 704
859 695 978
463 715 719
173 211 458
53 269 435
635 880 444
517 794 158
186 549 565
491 942 298
665 701 933
115 627 581
917 445 434
648 491 938
561 382 995
83 320 428
41 318 762
529 607 37
851 561 373
7 604 785
768 184 825
274 380 564
163 564 662
258 748 54
879 87 628
743 36 602
731 729 739
98 871 588
719 564 459
799 817 381
897 699 114
303 263 675
265 692 641
874 458 545
174 481 403
165 576 128
897 731 239
548 403 913
920 759 211
334 572 974
544 136 491
637 751 294
513 83 354
341 861 227
238 45 152
641 263 16
175 862 784
638 158 106
508 202 753
288 941 137
582 690 542
462 604 785
733 727 109
375 820 931
278 409 544
520 687 919
857 446 424
889 707 79
768 735 706
118 480 202
609 885 875
36 712 617
584 197 404
66 214 761
814 605 991
469 402 896
736 781 262
539 727 584
597 380 822
777 655 941
713 896 543
347 825 285
327 171 917
252 235 460
182 439 154
135 839 384
23 895 36
690 528 675
900 677 322
752 565 492
377 858 367
322 851 247
27 568 439
52 243 502
409 311 253
278 298 697
591 105 263
322 303 547
939 337 433
900 384 638
537 909 982
622 33 363
426 857 765
207 364 103
592 683 354
479 124 780
479 67 380
604 873 851
400 785 843
502 16 323
820 126 113
501 440 543
441 596 715
394 658 55
855 420 24
869 72 377
894 48 991
328 491 971
394 838 889
303 822 63
783 576 333
167 819 621
236 726 7
66 473 627
132 436 931
864 439 660
415 401 766
193 945 205
602 794 624
729 820 116
811 430 808
176 606 884
3 783 624
588 192 160
769 346 752
170 906 574
873 512 632
824 857 389
705 25 4
410 822 85
886 767 770
475 867 446
487 840 858
695 333 687
792 100 356
228 608 365
65 298 54
177 779 267
756 835 840
416 789 655
514 696 63
939 849 881
343 424 732
377 530 186
738 169 598
174 663 243
536 367 141
454 449 933
485 221 36
116 635 154
24 372 857
916 944 689
539 69 210
349 58 453
425 810 885
533 920 578
742 655 519
45 668 936
209 423 570
599 275 581
945 92 386
868 3 578
70 228 630
319 476 394
379 670 725
92 35 880
893 732 442
308 533 395
301 416 372
224 497 1000
789 888 953
99 914 893
417 806 897
140 329 518
591 731 947
112 128 996
290 749 461
905 40 348
402 915 760
158 414 294
47 500 522
169 87 590
330 516 548
793 230 621
552 900 132
160 767 499
731 342 148
762 196 430
554 13 227
925 66 363
362 349 351
390 615 575
209 843 788
797 617 684
716 453 779
122 636 196
132 626 614
451 846 260
777 552 335
816 843 160
172 359 186
205 321 947
201 24 310
413 506 637
228 741 602
429 688 698
550 635 651
794 847 370
403 807 698
112 144 401
608 719 1000
18 917 975
554 206 687
524 469 110
189 909 308
686 514 190
9 253 636
818 391 604
18 697 998
600 763 788
777 488 118
246 281 170
456 732 557
662 657 842
851 602 804
583 193 42
18 147 66
838 443 164
894 519 966
397 499 586
266 176 893
898 857 811
925 734 804
442 2 723
678 923 68
826 885 113
706 635 474
912 180 599
699 825 869
754 69 348
175 90 771
100 643 116
719 651 993
199 827 328
547 75 605
340 197 311
42 366 425
568 905 278
918 64 562
915 22 466
869 131 193
552 236 858
545 547 819
555 45 280
527 564 151
175 337 158
486 178 981
86 732 834
93 168 987
754 899 407
753 530 495
794 566 814
369 897 451
337 500 767
529 98 432
201 25 209
943 538 933
276 277 606
784 610 188
884 545 220
642 105 362
697 493 870
647 323 717
532 76 175
211 368 624
162 617 154
147 929 665
915 690 367
486 368 285
388 320 738
553 197 444
269 203 147
784 942 636
495 1 100
244 191 683
136 863 468
16 61 341
402 206 569
311 66 259
459 617 491
586 73 76
363 604 888
720 372 333
888 325 847
592 570 547
673 50 641
54 678 730
912 861 798
485 297 492
337 19 273
291 246 939
828 508 354
339 10 950
205 286 51
558 311 300
467 585 972
671 365 21
210 652 193
896 43 459
849 458 816
207 206 847
376 147 526
901 386 731
859 784 236
249 594 731
238 391 803
620 112 743
801 328 627
372 754 611
321 151 826
24 656 727
518 71 179
866 930 809
712 840 432
767 95 924
943 173 525
736 912 758
487 322 881
79 636 264
599 465 496
489 791 957
44 859 680
754 827 462
66 24 520
941 289 131
157 101 297
309 217 718
691 11 581
137 583 748
39 805 513
348 728 481
329 887 170
803 472 809
584 59 727
787 812 328
941 50 588
426 479 881
229 341 106
296 502 156
661 915 695
448 57 540
284 518 120
339 190 97
261 491 438
843 6 218
191 495 555
285 943 776
460 906 926
688 580 325
22 811 471
696 208 563
801 456 570
463 64 643
537 315 546
808 879 367
939 315 659
492 829 288
326 315 901
367 799 417
172 378 362
902 710 560
255 602 329
797 18 13
23 271 606
735 77 505
700 601 341
772 456 665
84 43 350
755 510 356
926 814 648
564 593 384
101 360 597
864 241 364
186 707 498
880 232 495
615 530 5
724 637 229
884 883 239
221 677 887
589 526 225
604 765 120
890 609 185
638 3 747
25 855 353
366 551 77
329 633 912
142 413 202
27 199 114
731 878 488
777 597 111
312 844 298
559 889 892
397 211 692
752 392 953
623 614 410
885 690 225
599 311 284
250 874 311
144 324 561
577 853 987
185 732 106
826 759 167
428 328 148
18 792 660
605 292 942
275 907 96
23 771 730
210 873 412
119 795 392
757 125 478
229 360 819
189 383 189
514 641 263
432 734 32
186 367 514
754 687 627
314 679 532
900 790 63
459 805 373
26 132 777
777 182 521
627 194 647
112 932 150
788 358 241
805 697 449
676 260 302
698 917 296
262 247 769
280 895 457
774 274 8
841 419 86
854 334 307
691 748 5
29 939 270
141 895 408
85 363 21
429 224 267
413 609 608
680 173 576
493 263 912
366 246 656
858 508 328
337 231 659
396 596 120
655 28 650
682 723 33
52 444 541
492 391 482
823 755 627
555 809 194
656 877 342
288 710 154
183 842 584
557 616 645
765 506 908
522 280 432
721 409 330
254 180 519
76 524 790
651 247 531
493 24 755
130 142 799
853 1 590
279 491 706
537 335 360
500 573 359
592 435 46
259 350 999
855 515 556
296 664 595
869 692 480
399 320 981
165 859 537
367 264 219
85 516 12
260 372 893
554 86 239
434 386 45
514 580 493
716 123 456
224 606 451
298 769 217
200 539 940
152 699 7
203 751 696
824 349 172
469 198 762
669 471 959
49 28 742
301 309 725
168 144 624
11 636 546
525 878 736
552 18 703
388 601 345
628 272 752
732 148 250
745 276 121
580 558 53
745 362 219
147 7 343
688 266 717
483 171 321
226 21 204
481 889 634
547 646 79
661 396 742
913 582 579
245 401 199
488 883 913
4 925 354
864 386 17
513 545 518
927 124 981
135 497 703
233 776 111
676 338 781
728 575 776
590 10 159
263 920 96
183 797 381
151 398 958
775 879 720
63 489 131
251 2 141
504 926 776
716 377 328
143 480 716
300 357 245
381 697 753
215 888 495
889 339 175
51 317 588
373 795 756
830 837 198
451 365 441
899 869 835
809 762 797
372 820 172
631 871 856
623 747 485
509 160 569
239 400 538
315 407 357
124 227 397
660 31 92
804 862 560
923 1 704
574 205 719
170 830 869
830 846 324
431 257 525
137 449 173
673 692 291
239 364 227
548 305 660
114 182 722
381 473 884
445 156 598
858 144 208
384 468 762
923 854 154
375 639 682
875 393 554
729 812 83
467 607 105
99 785 806
224 907 668
921 373 810
610 442 353
46 91 740
832 721 478
892 850 187
31 270 654
846 476 128
782 682 189
339 494 430
402 288 12
795 650 906
451 694 770
132 355 151
464 912 585
681 414 489
876 577 776
594 50 213
863 4 412
889 556 319
893 471 8
49 566 769
729 398 817
20 13 154
732 89 381
743 572 917
193 458 454
541 133 157
650 674 298
762 273 422
723 305 515
58 508 104
263 679 145
495 596 149
694 728 624
4 470 401
42 922 460
74 517 108
186 633 221
564 736 626
254 71 863
722 462 660
452 931 708
906 116 47
143 847 309
459 848 496
343 760 530
902 243 497
445 295 10
255 452 991
444 118 730
250 617 986
148 779 812
863 223 25
91 531 487
691 259 820
716 448 161
589 552 365
894 360 153
874 695 211
167 388 951
179 339 460
889 476 138
739 630 491
386 242 569
239 100 679
938 62 568
408 187 396
664 936 476
856 835 578
931 839 994
163 206 226
861 851 451
718 569 725
92 743 396
883 920 609
897 59 895
296 598 624
737 734 287
937 517 846
114 437 99
47 555 954
490 772 500
49 96 233
600 93 161
854 225 692
211 808 830
134 607 297
611 354 405
870 126 483
528 515 884
92 455 47
585 429 494
683 82 128
875 382 9
2 916 932
494 823 947
304 396 845
838 203 403
728 274 273
267 135 211
586 845 802
156 618 54
850 252 720
151 622 239
228 819 847
944 2 814
658 359 939
128 432 469
90 586 240
574 203 238
25 343 364
774 803 686
303 673 44
778 709 198
183 560 599
796 261 15
522 271 149
892 156 32
784 809 534
777 327 17
571 417 64
857 879 291
223 864 171
116 321 457
823 17 383
14 583 639
267 760 41
705 892 74
383 60 802
795 931 721
218 366 833
924 772 19
228 651 878
33 743 698
409 560 443
276 849 835
822 777 748
758 274 310
184 554 957
645 262 731
238 447 172
841 245 991
790 856 199
757 286 995
247 916 810
414 887 710
390 73 28
685 510 106
538 886 415
200 160 17
764 522 919
444 934 222
301 419 510
308 727 915
503 509 160
725 658 973
630 236 866
464 606 489
595 133 626
741 543 322
821 117 35
56 460 43
875 788 667
731 711 670
38 502 434
123 299 404
49 793 813
138 545 588
718 453 235
172 284 4
161 359 171
182 91 437
889 792 883
279 57 377
797 122 82
924 40 676
280 111 34
393 202 3
95 686 730
127 482 792
511 370 565
48 880 922
624 766 910
758 798 697
231 671 820
397 543 156
535 111 827
71 795 301
363 431 867
149 42 673
402 199 394
468 875 416
148 612 121
354 157 337
168 682 297
265 517 445
737 86 199
861 858 22
787 931 36
595 98 571
918 71 52
365 628 677
403 752 100
446 27 185
696 410 66
206 242 518
657 821 954
76 135 842
393 122 572
706 262 726
419 549 384
609 709 706
702 73 729
615 777 880
808 365 778
566 236 178
240 303 888
711 429 69
835 264 396
753 440 434
600 209 654
574 399 895
532 141 705
529 707 14
467 658 388
926 712 127
596 401 740
883 910 297
634 690 351
712 641 399
475 173 657
314 10 525
632 924 291
203 142 482
13 56 141
20 931 516
350 104 608
377 357 661
197 622 735
467 235 255
432 811 96
94 730 141
362 702 200
402 807 794
633 857 960
261 430 424
750 131 935
610 612 266
381 938 589
540 485 720
444 842 291
40 817 98
650 538 92
319 26 251
767 215 461
534 463 798
451 728 992
494 905 316
502 530 459
609 648 584
456 878 726
774 616 648
917 192 289
535 188 677
103 368 111
710 477 363
137 532 239
943 278 370
563 488 487
94 207 399
557 343 499
916 333 8
165 289 930
348 444 953
310 571 709
503 350 992
351 820 911
185 154 669
246 269 716
181 657 12
602 774 495
115 900 474
397 420 399
614 376 109
226 839 357
173 268 571
51 899 64
445 581 591
81 722 984
847 333 530
73 923 427
568 890 547
869 937 75
502 286 225
797 486 519
635 695 576
519 556 384
104 295 634
602 581 492
404 57 487
539 526 116
704 342 477
566 645 409
415 679 607
55 127 941
619 158 315
828 243 117
235 200 521
878 608 25
264 516 183
497 431 838
898 897 604
409 35 54
705 76 844
631 374 251
828 79 525
459 349 355
275 780 534
871 486 882
184 467 63
492 488 861
802 112 961
706 56 13
566 90 416
898 753 888
856 887 331
47 524 323
803 219 892
237 388 101
364 365 774
690 266 961
280 839 433
620 275 18
179 101 336
401 227 632
179 167 892
18 61 21
352 771 617
546 469 704
735 118 714
216 44 5
177 191 166
476 13 254
226 179 426
696 695 114
213 800 113
858 745 765
417 638 597
824 704 903
427 290 305
537 605 845
856 303 265
921 557 600
92 781 771
560 811 250
231 397 400
662 339 984
510 906 164
172 869 446
296 32 946
885 362 847
210 161 72
126 681 109
883 783 625
546 568 636
555 933 655
895 123 912
849 458 910
41 18 881
463 170 547
117 125 555
605 497 310
260 499 383
93 506 414
376 569 287
316 911 151
34 399 863
422 412 872
10 752 769
856 384 269
538 452 68
535 447 677
659 864 661
730 627 316
28 607 32
78 113 339
207 109 449
434 485 310
430 813 305
462 372 206
880 4 466
297 838 881
792 76 311
488 531 960
301 46 906
251 284 275
240 151 827
186 651 47
593 661 325
696 925 554
855 414 841
330 216 689
709 854 353
445 161 224
883 81 589
68 648 235
699 207 368
909 362 888
417 785 806
905 856 327
230 441 230
541 910 475
426 240 901
747 482 432
35 880 889
173 519 647
601 437 772
593 468 856
23 659 25
317 182 867
381 606 638
212 484 638
850 44 677
793 668 967
230 148 883
327 520 440
241 485 400
230 565 284
205 133 339
443 507 748
512 766 855
137 433 88
349 117 140
336 513 276
881 402 171
848 161 246
391 852 717
865 75 844
454 420 837
459 838 515
197 708 770
98 262 875
229 800 891
257 126 769
802 526 245
330 783 128
902 707 894
467 458 823
152 805 495
885 724 43
139 263 714
738 135 636
711 926 844
844 271 218
684 275 643
293 775 523
238 167 484
564 715 381
624 410 608
683 760 687
189 367 947
345 826 760
797 835 196
427 692 284
349 57 320
86 627 765
338 490 4
884 889 370
22 818 43
167 24 592
546 20 852
198 449 805
858 55 468
129 23 972
566 744 331
755 163 138
71 612 1
57 113 470
809 728 6
828 501 974
486 35 284
327 696 735
633 866 691
137 304 575
273 411 235
801 200 663
776 575 710
177 463 172
394 205 998
211 39 54
901 1 191
744 577 616
154 185 388
155 172 259
451 34 428
146 99 497
766 426 30
440 661 212
245 315 734
526 776 888
517 118 397
136 130 10
485 510 959
364 144 617
118 645 464
108 196 692
273 735 217
429 23 534
585 16 42
767 283 831
583 103 599
779 417 401
711 273 257
623 893 854
10 456 978
529 495 494
778 710 584
460 166 972
242 568 9
43 802 96
622 524 412
111 202 550
686 727 217
610 564 869
158 558 35
253 122 763
541 576 590
318 906 67
471 160 729
21 538 127
905 605 539
563 219 528
416 894 418
884 529 602
747 177 379
511 94 357
102 792 647
510 301 426
517 885 426
333 787 318
334 531 115
610 553 398
767 825 271
33 628 140
829 129 196
120 6 22
54 284 375
71 400 154
46 662 964
13 546 943
608 226 387
309 738 79
380 86 835
599 285 903
183 316 468
36 826 237
112 259 240
507 867 323
940 572 299
799 16 313
827 180 670
646 63 233
761 115 719
118 701 161
853 308 919
856 164 140
36 193 941
611 699 343
702 719 848
713 388 439
197 388 45
695 899 795
4 146 392
132 272 120
40 344 80
733 311 196
615 322 191
389 61 937
931 368 816
828 83 857
667 340 457
709 635 794
183 139 84
125 658 576
576 787 105
353 898 149
912 693 124
205 754 825
176 561 420
875 148 772
157 104 473
654 398 847
367 694 64
806 802 15
910 691 351
326 57 82
209 121 991
692 713 632
539 594 985
620 586 157
935 612 71
457 93 768
245 243 302
313 761 800
219 539 801
142 649 806
52 127 178
35 744 88
252 933 621
492 342 53
326 837 479
188 61 767
152 296 1000
88 315 116
857 528 174
62 723 601
890 922 826
715 77 796
370 860 693
125 93 58
648 523 163
104 36 387
247 572 719
193 491 585
230 851 389
882 595 776
30 821 785
837 628 872
39 477 455
176 812 231
240 653 118
434 237 757
627 1 491
589 223 819
431 848 604
328 90 726
318 33 133
646 650 796
460 621 968
216 210 261
310 432 818
543 593 314
397 249 137
37 832 469
640 40 622
37 369 403
734 531 987
862 376 155
182 142 276
301 812 343
386 610 808
630 595 141
862 449 169
439 535 330
893 556 858
437 240 614
786 63 707
674 297 368
366 284 624
265 315 131
41 279 532
561 942 691
831 901 267
69 662 599
927 613 805
410 892 504
911 279 886
617 744 491
83 93 493
777 547 52
773 426 686
355 4 387
288 914 118
176 206 72
763 768 252
598 53 935
226 893 973
682 721 971
722 1 702
201 110 75
658 445 328
741 389 521
276 154 186
60 783 782
500 110 211
778 911 880
61 534 263
30 676 412
229 310 256
807 634 639
513 460 572
511 945 402
365 124 820
408 671 66
901 942 289
88 453 259
138 829 436
580 244 458
771 827 428
336 786 765
118 399 143
238 89 632
287 314 624
479 129 940
184 442 879
889 78 350
174 889 954
168 672 65
275 607 865
272 714 912
729 828 561
865 869 647
661 920 928
891 702 350
878 621 248
586 451 144
298 592 802
928 1760
13 158 864
916 863 13
429 650 122
168 571 762
897 877 316
142 675 336
893 150 173
476 142 80
868 33 450
64 546 260
401 254 973
107 684 635
591 166 607
345 822 351
327 98 858
155 860 326
590 521 579
99 418 823
461 408 506
127 264 694
48 890 793
435 875 806
364 298 257
746 448 497
702 824 722
218 374 485
385 702 725
500 273 594
720 499 30
686 248 967
924 836 701
189 185 67
53 895 158
364 478 106
847 707 752
356 652 27
579 213 31
871 327 64
266 49 999
675 526 266
563 499 153
131 18 528
724 409 245
916 626 949
645 788 492
752 506 717
324 282 496
721 116 354
493 870 444
655 527 299
703 210 327
431 325 477
787 496 280
230 668 407
734 446 764
442 108 588
774 708 823
232 411 844
673 791 380
7 141 625
24 902 718
150 725 883
102 323 508
820 382 348
445 511 800
339 633 561
861 810 730
590 643 373
349 136 919
845 51 70
85 752 223
298 156 511
93 13 620
785 656 881
472 843 694
411 735 966
241 109 506
417 307 817
633 542 45
561 499 245
187 273 325
813 659 965
881 505 711
319 99 510
92 597 319
42 556 666
844 314 498
279 737 750
662 169 645
49 147 228
840 127 661
176 780 346
774 798 259
851 134 36
810 642 963
253 759 116
482 641 995
239 48 294
646 77 959
72 631 337
292 626 388
67 801 690
774 70 911
59 435 148
397 12 818
917 705 32
319 633 695
533 81 20
658 38 203
602 711 203
448 84 466
438 270 102
626 53 460
706 802 694
762 857 210
449 686 501
265 211 55
410 833 299
283 413 535
60 618 439
48 886 813
419 565 800
14 219 348
176 466 565
798 818 661
777 331 629
779 423 456
264 451 17
827 904 739
685 428 594
56 534 986
27 197 45
382 334 357
304 320 827
561 814 782
197 637 235
515 322 722
776 708 782
390 887 21
133 773 551
527 327 613
558 877 999
564 135 12
822 411 626
201 808 579
780 233 5
917 135 567
800 594 592
333 447 972
14 845 260
660 679 457
173 528 873
798 403 716
53 462 96
863 593 885
174 260 264
31 188 218
697 381 590
513 205 245
899 450 112
405 646 633
409 640 759
208 900 215
496 66 773
476 623 971
536 124 828
164 621 13
55 563 30
201 189 796
874 797 853
796 72 437
77 39 563
545 823 785
842 122 557
106 201 217
286 556 5
285 852 257
360 436 386
397 316 379
122 85 346
759 692 458
876 686 115
118 590 572
448 764 879
47 177 373
145 13 87
702 24 217
241 39 424
348 166 3
691 553 865
347 79 94
711 544 156
144 427 956
647 743 997
833 397 463
151 156 594
3 647 300
896 332 868
893 392 444
407 534 299
476 866 534
871 25 344
860 599 858
824 439 888
425 664 473
799 695 476
150 682 248
924 343 143
320 927 410
685 897 746
207 296 506
373 902 52
112 729 194
821 294 816
172 784 84
716 518 244
521 17 986
367 462 554
159 861 711
447 628 915
376 462 7
866 52 193
79 752 23
549 571 987
827 103 123
749 151 48
900 756 898
905 701 109
369 744 414
413 836 662
668 51 774
629 731 47
51 183 364
840 485 243
363 776 14
152 94 775
84 146 667
828 833 309
746 333 879
9 63 162
417 574 519
680 382 693
402 632 518
501 715 795
900 728 232
93 501 936
192 205 940
49 40 992
78 791 164
354 860 997
21 323 723
277 33 80
569 896 304
813 95 528
130 848 55
126 116 3
565 202 630
773 546 92
586 808 418
765 435 210
92 391 402
397 414 943
228 329 87
742 143 449
573 167 395
895 496 443
148 921 252
679 628 276
817 853 473
32 275 761
467 685 730
527 189 83
51 919 270
711 183 829
416 357 149
576 246 454
173 403 555
926 178 766
193 727 669
449 92 139
435 499 566
168 283 213
820 856 658
380 736 523
774 417 436
682 425 450
164 501 216
629 18 873
411 571 442
735 605 160
612 400 857
191 234 299
840 202 436
655 189 708
525 122 645
568 427 257
211 416 130
680 539 795
751 840 634
707 346 888
452 222 192
565 598 7
545 511 886
18 41 604
884 693 977
750 31 691
562 383 454
144 427 345
786 417 103
462 95 802
681 118 965
183 881 403
309 915 901
510 558 352
2 652 545
414 70 68
723 542 198
739 802 756
913 48 311
869 147 200
804 77 442
372 37 16
237 71 966
171 726 963
589 560 679
889 882 228
154 746 844
254 609 813
802 821 574
521 883 836
53 243 240
752 51 704
855 917 175
