962 2547
785 776 440
216 94 540
359 890 256
192 762 997
870 701 159
159 339 329
779 308 435
361 98 261
572 356 245
31 30 89
183 298 871
146 434 918
709 580 555
184 720 245
66 837 903
950 2 668
426 100 557
340 817 382
870 706 79
560 573 770
579 869 867
529 407 641
763 566 217
653 669 685
356 798 595
244 151 444
219 60 11
587 325 831
683 713 250
900 192 132
338 526 1
598 768 730
816 741 292
381 877 956
224 227 368
650 627 163
82 115 818
785 476 754
748 816 711
934 773 829
542 877 545
224 450 754
281 573 111
424 233 849
86 158 4
950 336 211
140 574 10
591 357 925
54 736 188
906 497 805
744 570 152
485 132 45
462 451 184
270 827 803
185 359 401
459 118 14
117 918 332
212 784 64
463 933 912
408 392 314
428 287 50
23 838 781
169 632 870
803 117 473
774 260 546
258 286 390
43 372 891
351 530 295
485 351 756
197 288 779
331 342 451
105 664 467
602 369 492
104 92 378
572 560 351
175 231 552
40 237 985
833 925 679
450 605 125
517 785 660
308 827 713
127 614 71
354 887 553
733 640 63
422 327 788
717 151 815
328 495 933
711 16 851
73 132 952
477 5 520
164 780 956
309 877 400
511 260 224
492 551 445
259 736 28
361 796 262
44 664 405
262 805 922
859 792 336
32 879 37
149 209 905
247 291 363
803 181 638
926 68 994
763 559 102
199 959 158
227 601 913
45 255 434
362 530 17
113 883 462
847 569 981
215 763 9
438 607 667
692 797 492
384 702 204
663 422 141
166 769 527
578 841 234
73 784 755
948 543 339
841 610 807
786 221 807
154 319 36
245 512 844
481 51 783
745 535 140
694 550 114
276 368 578
383 731 347
589 790 898
825 385 142
624 254 792
443 876 688
921 510 414
936 67 167
952 894 30
260 891 180
38 464 129
848 163 709
525 746 609
306 369 864
637 767 714
915 417 460
761 676 652
575 350 837
332 466 61
366 935 657
65 943 847
98 624 263
909 576 79
227 410 527
654 46 911
435 835 612
575 836 858
635 581 608
753 460 367
479 698 778
60 445 152
105 435 576
463 771 659
265 658 836
462 861 780
348 559 368
343 631 988
338 347 88
152 892 637
20 501 55
138 961 928
36 848 654
833 47 639
615 882 636
774 31 705
596 226 361
356 171 436
632 575 472
223 781 451
14 179 736
938 34 38
545 81 570
875 458 346
773 443 308
212 839 390
340 82 352
649 700 488
822 109 905
323 148 774
844 112 620
752 530 377
623 539 670
850 405 699
822 439 852
135 375 223
471 133 330
901 896 301
429 21 128
938 772 529
746 774 800
369 428 719
751 912 961
162 856 566
410 308 337
807 301 74
30 31 159
387 199 90
85 245 87
163 13 902
137 575 658
329 473 878
816 40 506
157 527 41
768 696 473
565 109 492
596 829 632
577 156 915
957 532 117
232 430 96
351 267 649
578 924 474
137 482 306
575 179 636
231 890 696
493 496 436
370 169 489
196 627 275
90 698 44
923 192 532
404 14 346
443 193 740
336 362 332
17 807 665
382 119 172
196 643 896
462 220 106
321 156 408
950 435 921
703 617 372
248 535 625
243 681 86
771 791 45
164 296 653
929 729 956
485 38 729
695 91 948
29 665 396
764 156 40
718 348 227
116 44 118
859 662 438
3 683 605
866 86 997
397 813 870
278 482 780
437 291 4
111 238 974
71 649 233
169 95 867
125 422 893
507 559 684
880 169 359
423 884 934
101 847 790
134 662 459
865 303 90
486 284 693
526 409 4
550 311 729
653 629 549
500 945 398
58 714 404
768 78 929
59 444 367
321 425 929
614 138 421
226 354 522
421 955 918
151 429 555
40 54 962
302 206 436
74 61 935
365 37 189
892 642 150
206 70 369
341 731 283
365 232 300
537 867 528
660 209 461
56 57 424
859 185 808
605 172 55
203 914 706
555 877 581
650 858 582
431 149 587
25 441 28
960 708 448
125 460 37
523 342 208
341 397 764
931 185 331
113 158 446
240 7 159
622 45 544
446 708 816
186 864 285
102 808 983
680 291 485
902 449 670
176 815 749
361 330 42
464 342 990
220 88 445
555 721 512
263 694 852
591 97 54
465 212 340
126 28 901
910 857 1
301 921 83
951 676 819
87 443 636
344 185 312
822 170 354
366 943 182
754 880 154
174 64 735
658 849 691
475 705 591
917 841 166
879 124 405
682 953 234
816 129 890
849 762 191
588 517 581
864 618 515
706 756 640
875 307 787
677 263 880
309 632 211
381 803 527
246 694 219
923 4 424
805 957 647
137 422 881
937 457 421
629 18 100
429 872 913
26 57 205
487 225 503
304 377 817
631 263 833
221 765 455
253 331 340
310 876 57
531 446 877
80 106 112
941 816 886
750 424 623
662 561 231
859 766 980
516 497 318
130 175 1000
354 946 900
834 16 331
248 139 754
213 220 570
418 292 437
530 257 333
678 256 19
42 123 365
628 520 324
93 630 414
376 664 359
250 739 510
102 913 411
336 38 821
387 757 327
561 954 23
578 213 134
254 290 502
470 237 940
806 924 388
918 690 294
28 108 516
91 125 805
551 552 262
956 581 327
412 57 730
730 532 852
374 768 966
354 934 1
80 524 295
601 166 166
306 312 533
909 332 766
206 946 864
502 130 207
353 99 687
184 71 994
71 258 220
439 320 876
8 168 800
745 393 695
593 612 571
925 335 500
535 210 346
807 311 598
74 481 545
474 467 328
327 917 95
462 194 967
324 571 489
831 762 269
39 676 883
506 961 134
841 237 855
650 550 503
730 844 596
211 725 231
860 943 969
779 862 127
57 947 107
238 386 494
100 37 821
413 487 525
535 101 129
821 408 438
463 729 383
389 214 315
484 280 121
779 278 526
618 185 210
83 210 344
507 323 616
824 287 806
92 880 491
781 226 5
171 734 760
846 442 418
399 595 406
777 375 967
119 905 298
830 630 660
638 718 638
652 852 321
534 899 15
937 897 996
45 80 255
650 729 881
729 533 99
542 453 813
97 122 674
67 904 753
117 720 822
375 770 320
876 716 618
701 270 19
952 920 893
870 307 809
401 695 979
243 749 452
624 606 302
779 166 839
480 343 697
164 698 999
339 217 982
78 725 110
103 746 907
947 584 579
794 269 904
571 945 672
565 409 40
120 187 86
237 537 455
817 103 693
920 618 481
562 410 348
903 554 443
683 335 988
776 818 256
111 157 252
461 26 774
169 391 244
70 674 873
461 869 844
368 805 624
370 122 64
244 476 44
11 245 432
724 373 103
26 712 881
801 66 350
458 688 440
202 541 168
519 910 162
11 579 455
363 573 55
630 29 538
307 717 81
391 787 965
302 718 788
690 579 49
151 39 254
605 421 186
726 510 529
446 315 792
458 226 589
839 771 144
64 809 767
414 721 848
527 387 203
556 55 527
437 7 259
895 729 728
636 245 544
546 65 833
713 316 488
925 177 768
847 827 905
142 410 682
363 279 751
307 88 447
603 206 650
750 404 667
273 666 644
681 107 485
839 950 47
867 931 13
69 194 181
318 7 364
47 19 104
385 10 985
566 459 199
704 40 860
698 273 320
513 868 89
798 744 778
650 737 727
483 397 453
99 804 257
745 123 260
48 849 991
561 344 431
782 956 678
471 380 818
665 721 884
7 358 393
588 218 74
77 358 435
485 865 654
751 312 504
361 387 358
859 347 927
76 853 763
764 571 220
908 794 739
272 799 318
740 251 567
745 548 565
654 647 373
640 203 298
498 61 856
955 935 571
129 295 719
148 308 532
926 549 56
604 451 178
550 587 346
929 537 98
774 283 813
18 398 269
436 112 57
29 681 378
502 790 215
457 521 826
838 773 545
604 214 276
387 604 1000
423 119 818
208 327 860
758 54 956
293 533 589
761 77 886
774 152 592
449 856 378
143 873 736
198 192 272
388 959 509
699 102 637
665 936 136
596 243 145
552 746 428
224 727 239
688 858 183
120 919 173
817 688 920
7 279 731
141 751 664
700 500 82
638 280 725
159 541 52
73 791 222
272 371 424
86 559 381
536 238 119
348 680 476
607 704 860
110 403 392
561 771 576
50 888 160
11 924 280
535 240 495
853 822 241
643 953 748
663 75 495
660 735 245
247 725 237
131 442 244
146 256 147
378 830 357
44 861 604
962 360 746
143 905 553
225 729 54
883 690 474
830 575 679
755 320 150
187 651 861
864 406 233
485 272 545
623 715 163
310 703 465
58 107 784
712 852 841
463 501 672
603 575 819
821 125 914
91 851 649
635 520 574
938 130 667
188 797 175
208 465 58
827 141 234
88 878 109
94 431 640
821 490 592
689 763 53
526 284 946
632 888 817
962 907 847
594 729 627
75 701 43
853 335 92
769 112 435
816 962 439
571 302 802
131 901 220
149 574 581
192 568 411
324 146 46
686 97 376
959 798 13
671 156 662
69 862 925
292 495 171
371 180 235
451 610 694
732 413 875
68 511 280
559 472 107
766 813 219
520 271 177
677 876 615
295 315 14
378 459 555
253 650 593
781 441 585
322 71 153
569 446 420
343 517 789
568 622 484
458 408 867
792 860 615
943 914 37
500 19 302
430 622 196
141 248 537
923 1 398
627 285 44
818 757 196
173 282 336
114 209 950
252 388 759
938 40 48
326 248 838
16 703 531
889 68 330
379 955 688
33 286 268
752 176 492
457 743 9
937 308 982
111 562 987
861 809 820
176 469 673
956 757 547
942 622 322
755 771 321
499 209 51
534 318 217
274 616 730
169 287 173
394 184 129
676 277 899
219 542 222
537 92 883
865 264 697
863 647 163
630 82 894
771 498 533
113 22 177
912 655 148
816 302 460
723 931 70
961 2 672
224 237 527
739 167 675
64 54 592
939 866 19
888 845 272
151 298 44
343 683 765
456 667 493
225 58 293
817 740 15
436 811 202
272 314 26
310 806 203
204 222 566
471 282 741
200 224 343
510 712 959
345 725 616
122 712 741
373 438 393
340 346 314
740 877 967
201 132 224
79 716 813
366 148 188
845 520 993
279 636 414
767 835 383
301 476 799
604 162 578
885 444 721
846 53 341
284 144 132
442 518 519
182 556 496
229 512 959
875 861 703
245 23 919
933 355 469
41 738 685
764 691 722
19 329 780
133 427 608
525 826 504
116 289 679
29 795 654
368 438 729
691 927 534
866 209 986
399 400 183
827 6 884
522 271 327
636 19 136
288 684 462
109 794 480
511 523 710
228 291 351
713 839 787
868 516 949
607 413 235
694 901 196
81 670 901
631 490 73
740 415 716
378 872 988
4 65 587
526 826 748
271 422 38
785 390 487
207 715 13
410 687 511
237 386 146
45 688 591
435 629 971
856 934 970
554 869 527
868 939 875
67 374 778
343 133 988
7 385 434
433 841 721
848 823 395
231 716 611
95 382 43
550 147 913
126 716 843
366 280 988
815 122 935
121 412 69
149 539 442
466 910 900
770 679 625
956 674 920
412 823 864
926 807 101
763 506 557
244 497 857
588 762 385
433 35 914
827 650 689
946 615 25
613 335 696
685 513 836
71 893 968
856 372 735
8 688 476
864 617 168
411 342 501
514 502 62
726 878 244
429 102 75
533 40 214
633 854 650
502 55 649
727 662 598
647 129 351
13 435 220
405 636 692
391 909 202
108 417 957
370 733 794
652 244 961
776 869 243
431 462 155
722 916 929
793 27 926
609 398 658
349 730 347
890 624 919
506 846 931
585 101 427
803 961 624
631 441 631
362 189 113
387 509 729
74 618 533
718 516 832
41 31 915
757 337 794
143 90 568
924 147 643
510 142 270
317 960 930
928 86 720
737 877 709
648 492 428
594 181 502
658 836 403
897 316 873
684 200 709
456 691 367
57 508 873
35 560 750
849 294 282
247 835 742
332 582 903
876 108 780
227 908 262
501 61 270
70 821 198
350 782 100
787 477 726
907 219 644
779 870 912
445 641 177
912 71 582
803 358 784
224 722 548
107 822 439
246 551 601
836 202 501
281 912 749
551 510 102
856 406 238
785 381 215
796 585 609
777 52 469
31 330 862
360 588 651
127 453 270
820 586 417
133 895 54
708 478 685
560 673 99
230 160 550
175 703 759
608 540 726
796 687 237
812 209 689
824 545 418
442 580 472
407 235 674
578 672 883
717 626 93
763 97 500
25 226 178
787 144 816
741 111 280
75 666 803
353 931 186
467 809 37
564 917 425
634 703 994
276 797 394
834 136 268
429 139 207
431 752 126
516 707 503
722 282 187
308 239 343
358 491 891
803 119 527
944 270 133
721 309 650
408 153 252
521 18 12
602 122 522
322 228 200
485 814 174
456 149 192
818 551 714
807 580 420
503 110 488
435 898 323
497 361 329
241 397 378
48 69 218
678 799 496
493 542 317
82 347 189
898 108 49
956 937 666
621 123 406
139 28 743
693 477 870
103 445 282
480 574 198
376 39 620
69 141 88
402 137 619
954 921 999
697 952 906
464 404 542
316 889 503
910 203 275
930 371 981
601 65 86
749 142 132
364 569 897
523 135 270
409 452 588
501 211 75
434 960 576
828 470 661
38 207 630
413 684 411
70 699 375
67 222 38
840 410 379
838 467 500
7 412 947
755 449 217
296 512 973
717 603 928
341 655 696
597 453 345
133 861 699
711 115 461
686 224 644
950 505 377
388 249 85
936 719 558
596 785 83
563 546 982
874 154 195
805 401 513
815 580 457
841 712 986
262 794 727
440 623 128
184 427 146
154 194 613
12 364 347
267 82 321
207 241 148
322 726 897
104 897 573
136 222 31
388 92 834
407 185 924
747 549 399
231 61 916
449 232 864
130 321 336
180 189 820
112 892 800
118 384 258
326 227 97
206 283 578
665 960 884
553 549 782
739 939 491
102 344 541
117 947 526
105 185 23
174 680 636
560 720 971
281 505 218
287 882 28
398 853 704
760 702 911
920 633 794
110 904 396
660 390 903
593 111 423
798 602 766
188 346 847
461 467 474
800 243 403
430 723 368
115 683 294
776 727 137
837 791 779
393 446 462
349 421 48
439 598 974
403 391 915
729 697 468
448 59 457
575 202 112
315 850 188
455 183 811
771 295 767
672 289 307
386 670 910
413 937 532
327 537 312
194 376 647
337 41 290
632 818 73
319 5 283
737 343 333
284 462 236
550 4 985
339 179 920
341 449 722
641 791 446
648 749 930
225 246 319
466 732 105
772 441 474
278 424 371
354 157 178
882 875 250
820 584 206
758 110 416
959 653 750
932 402 274
361 851 129
133 356 382
671 60 311
95 22 532
591 122 450
661 155 532
491 531 707
763 149 37
682 94 377
527 598 639
377 553 397
402 842 936
352 719 236
830 229 471
697 179 279
439 722 945
124 442 424
501 633 201
222 186 352
237 520 871
366 811 791
734 762 814
873 295 524
17 346 700
513 66 955
348 59 860
386 384 482
300 954 369
279 793 241
627 399 403
420 905 742
169 833 142
64 55 659
570 178 279
158 717 133
375 85 613
729 49 600
154 63 148
546 674 898
27 31 662
273 516 942
432 475 453
140 582 419
376 355 15
593 720 824
224 748 628
961 66 973
265 603 116
262 746 825
500 705 756
142 687 117
158 147 71
355 541 766
322 536 25
396 566 394
62 48 763
764 9 501
802 867 644
402 98 109
689 67 268
286 800 27
174 129 675
518 262 707
869 150 838
786 78 711
413 116 869
448 387 206
618 756 883
725 290 462
724 455 157
474 402 829
818 33 578
760 135 140
2 12 375
891 360 299
159 536 754
324 256 354
249 918 537
406 962 866
317 462 454
2 47 482
845 718 919
109 874 161
328 419 954
945 719 280
437 416 683
721 101 943
367 773 496
555 777 155
519 89 833
72 684 738
190 40 881
926 414 797
624 842 457
323 748 617
431 597 198
737 462 403
55 450 194
165 847 203
376 263 876
37 890 653
238 826 335
256 162 102
811 399 213
40 388 999
320 913 454
600 309 545
658 482 938
622 616 639
148 605 10
705 746 559
502 259 782
915 902 850
725 521 38
65 7 521
595 498 715
121 290 528
942 859 873
907 139 494
364 735 756
724 904 652
785 153 342
295 243 881
802 473 95
757 706 910
336 463 791
861 622 984
624 219 566
146 63 491
106 537 766
424 724 324
172 574 653
879 127 139
257 477 631
209 296 18
429 349 350
421 68 572
58 163 897
316 433 495
704 766 161
742 445 22
104 791 28
600 960 41
135 76 61
314 645 825
833 795 288
473 661 155
783 63 261
145 161 80
328 642 923
292 696 173
541 101 532
224 834 258
783 495 51
309 608 93
400 222 562
293 837 414
164 291 592
810 369 68
323 648 336
523 396 258
884 237 972
441 136 632
816 440 268
734 894 164
758 331 752
807 860 894
693 240 650
691 881 652
560 121 890
225 410 24
792 110 640
127 653 958
257 167 503
725 143 870
587 242 436
567 748 405
29 281 534
642 290 474
142 880 942
250 554 413
880 729 489
390 136 95
494 444 113
59 511 383
766 793 362
799 9 839
539 688 58
475 852 556
675 821 814
747 914 163
150 41 226
90 603 453
313 957 599
325 261 976
833 726 148
6 7 359
390 455 903
641 499 862
911 362 665
821 549 75
626 145 598
902 181 442
936 770 442
100 275 854
192 893 339
369 550 820
60 439 588
137 126 961
247 543 712
53 253 440
439 689 148
424 713 737
125 92 460
261 605 138
801 108 654
289 926 331
491 192 174
810 958 426
784 69 135
419 790 117
597 529 51
476 857 41
657 842 604
496 490 537
912 257 654
670 613 353
64 271 64
165 629 330
542 473 19
920 18 462
734 62 559
560 368 978
625 608 339
170 951 69
194 98 215
953 905 195
102 382 192
459 36 286
119 944 524
853 810 409
864 879 714
6 314 124
511 359 907
115 830 847
615 280 800
289 692 940
555 947 75
711 51 62
894 435 874
439 370 422
831 768 434
332 889 752
23 863 328
119 716 145
941 822 250
162 873 646
155 451 421
934 875 406
297 135 220
773 232 857
506 746 309
741 833 640
808 631 654
606 721 143
301 215 866
550 199 719
623 838 884
12 374 66
810 454 205
146 837 842
104 756 964
420 549 465
110 868 511
258 347 325
651 595 694
136 891 430
58 101 912
400 61 970
726 3 644
796 488 400
433 156 9
25 148 367
522 889 80
666 479 653
861 15 558
539 783 77
550 917 28
367 19 316
439 422 650
838 865 649
591 222 945
711 145 647
350 558 385
887 451 621
284 874 89
47 33 808
347 756 710
167 380 116
108 93 652
305 251 905
35 821 300
610 554 613
956 642 550
342 868 509
177 144 802
267 660 26
849 540 766
72 387 59
341 794 601
53 135 515
423 780 415
142 855 287
746 857 830
834 258 766
683 358 900
654 41 386
704 555 445
437 575 449
358 176 551
382 163 378
4 347 253
653 112 883
465 811 171
324 305 619
664 762 956
307 735 119
386 414 547
66 357 423
436 156 261
443 105 575
411 9 913
881 604 922
661 766 171
120 945 902
244 764 847
649 119 357
411 38 26
142 670 720
610 944 655
431 263 244
174 740 905
846 137 425
384 787 715
56 317 370
890 745 417
960 247 316
133 169 365
916 538 401
931 781 405
913 348 46
668 172 116
628 843 728
677 902 693
161 738 848
764 600 113
400 613 357
872 549 435
880 843 849
671 637 79
173 865 133
562 838 819
672 438 893
782 570 726
193 781 202
338 821 460
402 433 101
892 745 198
47 122 814
466 492 541
632 211 72
191 247 538
547 228 829
906 785 774
437 9 337
859 731 854
812 854 724
598 163 892
486 41 999
157 202 743
955 291 159
681 817 243
761 338 990
484 298 311
97 405 924
311 732 752
793 797 694
33 763 726
618 234 161
833 583 537
123 512 136
889 269 72
604 190 930
37 79 253
657 688 562
406 147 55
402 494 223
472 60 128
342 320 24
625 635 352
277 700 183
224 684 327
13 118 794
584 229 698
759 455 716
831 882 986
197 517 432
954 772 476
855 249 707
527 322 247
290 563 423
742 22 933
398 784 766
740 378 399
808 169 532
324 892 167
830 522 223
951 501 748
209 733 65
432 786 935
558 48 674
727 412 241
416 590 355
512 694 457
926 484 670
416 437 606
684 209 572
675 756 520
141 224 221
27 674 598
586 211 535
666 531 565
127 45 689
96 706 764
293 463 777
180 780 579
78 881 882
480 521 663
488 961 220
377 180 517
215 856 117
61 32 673
823 428 70
301 507 776
71 813 757
457 59 753
619 353 485
590 873 776
869 866 323
918 809 867
681 917 472
643 433 211
611 852 446
836 87 116
187 480 65
777 857 502
232 759 122
196 282 322
66 794 131
846 835 39
100 208 413
565 461 211
190 609 900
504 563 479
110 351 323
851 774 725
851 52 757
913 22 916
912 709 934
798 271 936
276 841 7
551 927 675
180 735 202
211 168 36
501 67 50
1 393 670
104 537 556
728 431 366
295 842 513
350 598 717
104 150 832
512 410 493
37 124 601
56 220 849
919 918 955
468 595 317
534 314 213
742 733 304
763 41 502
130 87 504
438 448 807
841 492 885
355 780 812
903 275 828
80 818 511
282 79 229
26 914 580
122 809 157
547 615 127
173 771 293
857 369 836
207 911 920
853 892 599
807 916 294
710 95 75
526 490 222
352 461 922
850 831 516
270 870 144
439 417 501
674 704 838
665 581 860
721 565 73
213 592 196
390 942 708
391 537 621
808 951 460
901 351 97
861 892 902
630 290 684
708 95 986
895 238 996
961 516 379
813 499 936
531 733 705
582 532 575
138 356 248
814 825 282
167 723 698
428 491 280
138 331 246
800 687 391
579 830 115
40 360 451
455 100 421
329 582 694
692 573 546
495 192 755
77 15 593
629 102 628
552 488 468
56 371 333
331 137 455
78 752 376
616 339 34
397 387 332
543 831 135
292 542 693
354 689 500
644 173 281
951 122 761
423 659 202
555 586 807
86 625 741
67 411 553
666 608 619
954 789 225
837 782 985
96 517 532
119 581 67
104 444 598
353 306 524
323 525 304
136 370 344
746 460 231
494 962 874
185 568 601
604 737 363
644 657 292
233 197 443
275 703 156
946 887 910
227 11 356
474 888 575
800 931 723
955 915 905
29 552 217
71 379 401
891 749 602
683 25 687
387 154 159
354 249 812
360 851 198
661 894 803
427 814 394
913 311 725
653 50 557
315 928 974
148 42 153
220 721 909
346 107 292
380 625 675
16 934 432
731 459 545
10 412 702
559 121 798
281 773 920
755 119 236
869 822 295
11 895 166
852 97 27
317 512 391
916 683 435
872 761 971
578 797 602
316 549 563
134 840 135
45 46 121
801 543 54
947 618 569
109 768 504
155 505 786
263 281 218
244 643 33
327 637 426
731 352 294
274 896 953
529 84 366
14 559 674
949 494 365
175 667 759
97 180 646
373 769 590
780 37 129
375 347 466
503 877 714
833 619 403
715 492 988
592 728 571
247 168 511
293 581 280
785 335 416
180 691 78
891 202 900
806 84 592
761 780 378
647 505 8
773 313 79
147 806 694
416 558 735
844 485 277
889 160 390
330 380 786
236 803 919
716 315 422
297 113 382
797 902 461
237 610 726
790 631 26
155 248 800
675 723 128
21 593 630
882 905 968
3 768 829
925 812 390
502 353 201
452 720 74
252 395 812
3 927 684
803 153 744
450 464 730
387 692 652
402 871 579
148 767 307
287 917 465
305 443 244
298 220 75
324 930 313
686 939 153
562 670 210
758 577 593
368 62 722
71 185 506
650 31 217
676 134 583
836 592 871
533 127 364
905 79 315
278 123 428
485 852 328
786 488 986
698 840 925
21 95 720
24 514 258
877 717 604
818 372 443
960 383 511
872 604 811
