8358 27186
7972 1402 -481
2941 4586 891
5557 3882 144
1564 5351 459
2699 2300 413
7566 7471 -359
1128 561 -609
7698 5808 332
3856 5465 285
1300 528 -87
4070 1716 -617
5584 1701 -342
67 3653 -429
7976 3504 899
549 4257 429
741 2834 912
4214 2292 945
5404 5925 -525
3032 3 44
8080 7161 -196
1688 6617 -743
6689 1205 -37
1393 2348 468
1499 4626 -349
1521 7438 -50
5340 4191 732
4629 5485 164
513 2656 740
7013 2062 -451
1705 5167 870
261 3564 78
5639 4729 -28
8233 4345 664
5536 3868 510
68 7518 -928
6448 5786 897
7605 1643 863
4115 4785 -417
4009 4301 574
4136 242 360
7439 5098 526
3443 2718 -247
7692 7858 -716
512 8234 -158
2183 2509 958
7768 3552 -814
425 673 -168
5301 821 135
7168 849 -491
399 3458 -751
6214 6272 -493
78 3245 417
5978 8020 737
4291 3786 420
2016 49 749
2619 8193 349
7971 4253 -716
2270 1231 298
7363 2515 857
3170 2683 331
7013 1057 -99
3711 7007 498
6336 1332 414
6888 3649 -532
4601 97 -494
1910 2727 -139
3122 6030 -797
715 5503 127
4298 3761 -105
594 4143 -954
7197 1074 -345
210 2265 -962
4312 3905 340
5527 4070 -147
6088 4382 305
3543 7628 -173
3562 3 -857
4725 3393 885
4406 4201 -795
2277 6702 -26
8 3948 -114
6252 1401 -633
6332 860 199
100 7444 -302
1876 3840 856
927 4301 384
309 8115 914
3001 4038 -464
1363 5636 212
5556 1986 589
2093 5031 428
2412 767 -518
2684 2235 902
5474 2504 123
2642 1638 -225
977 7478 -376
1043 3314 777
7608 175 -536
6515 463 -29
3598 1944 -371
7374 2632 -574
4445 6158 547
6641 3944 -248
5576 5369 -551
3359 3616 -254
5114 8315 -135
6863 1016 438
6914 7986 -634
7502 3886 -887
839 7118 837
7409 1590 184
1884 5541 515
4638 6175 -914
2153 1976 -838
2925 7456 687
408 3384 236
3809 6076 -78
1962 3919 531
4413 7531 -643
3708 335 595
7978 608 -111
1343 2368 975
2691 7983 -374
906 1025 819
1799 2558 927
4816 6111 242
7604 1636 347
4309 3787 25
5516 6647 164
4216 1257 -400
1910 1532 307
4582 4031 208
7691 7774 612
994 8192 -813
1413 4709 -321
3469 2013 -653
1079 7402 79
4852 6375 940
5693 6447 -844
598 6970 424
835 3941 619
430 5329 -931
4125 3460 734
7013 4799 -711
2032 3399 498
1383 510 -662
2262 2470 -131
841 7737 192
5 4214 -666
2552 6961 -681
3841 7991 229
4719 1169 -567
7399 260 732
354 3688 -265
4728 6016 -385
4383 4217 -845
1005 4361 374
2998 1931 -885
5482 621 973
8048 6290 -361
7307 754 454
4197 5140 -120
1831 2986 -412
7802 4604 -496
4089 5932 -576
3702 6822 -114
2000 3375 517
5363 3623 687
1383 1727 128
5863 1334 -635
4638 5183 -488
6001 7581 -466
5751 8120 -487
5053 7891 -960
7382 3024 55
8277 1984 172
4467 2718 -33
2027 6539 883
2063 6279 -943
857 2892 873
6351 6492 731
7631 2824 765
479 2559 -929
3024 8349 -695
6542 8024 -195
2699 4791 644
5497 3632 878
983 7907 53
1676 1392 448
3328 7169 276
7538 6998 -442
5443 3959 -331
3160 1380 36
1206 1651 -944
4943 6000 -853
7416 1796 -747
3936 2355 87
4472 4392 -93
5284 914 382
2046 4957 327
6345 6701 897
3210 6666 625
1952 6055 472
8358 3624 -194
4340 7697 -750
1223 5879 -12
1650 5197 -762
7332 5742 -805
2116 6982 -740
7266 4311 -809
5698 6481 632
3900 833 231
761 3824 427
382 4367 -414
5772 7432 -379
2489 7309 -988
7205 2678 709
7717 4577 159
1686 5764 75
2953 2645 817
2605 7756 373
7152 3082 295
5565 762 -357
4164 1478 48
2744 4157 -745
3118 2484 850
924 969 -514
1741 5767 166
2478 6774 812
1344 4000 771
6283 4894 630
3442 2752 -130
3018 3963 954
4377 1331 544
7770 289 202
979 5622 988
6258 8328 -390
5142 466 -630
8223 7526 -538
4656 6416 -9
3594 3473 -553
1130 7468 596
1054 1330 662
1043 196 -869
1275 1570 -71
4912 7355 -956
7964 6939 939
8298 2954 -798
3307 2607 594
6634 3907 -725
205 3929 286
7756 7843 -208
2733 1498 599
986 6015 691
426 1486 -588
551 1707 -625
513 7694 297
95 3091 637
1950 401 13
7037 1522 -95
622 1065 -514
841 3965 -625
1429 779 -110
8263 1815 -489
8156 7648 -367
2333 7231 414
6111 638 990
862 7219 243
1450 3183 -98
6107 1427 228
6391 699 158
4399 2036 105
5627 390 -840
7343 7657 558
2956 4871 703
7768 5952 -541
1957 4568 -116
889 6413 -937
1276 1874 -628
5864 1178 929
2317 3891 -241
1411 2305 -140
6808 2423 -562
5741 3784 368
3557 5542 352
3891 408 -321
5089 4052 -462
1455 1103 952
4968 7707 334
6651 2831 100
6358 1276 670
8198 1588 148
2161 569 625
1969 1022 49
4962 2425 -417
3062 5098 -331
2361 5396 716
7329 7749 850
6655 97 -578
6239 1198 -486
3577 265 -634
484 3265 -887
6643 7687 401
1439 2258 941
2539 4997 -405
7073 7390 343
5024 7995 904
120 3995 -571
7880 2922 -297
3031 454 998
3089 2837 753
3634 6749 -536
6051 3867 817
5974 6550 152
6866 1861 -526
6553 1311 -513
4762 7507 -401
7576 5887 668
1193 1176 922
379 6746 908
3024 6828 514
8200 7368 543
5583 3830 -60
2288 5159 -198
142 820 -697
1470 4371 -39
3979 787 -59
3351 5622 736
7953 2903 -986
7895 5800 -333
1451 811 753
4720 316 -894
7059 4941 -151
3427 5729 -769
5252 3662 -93
411 1970 875
6571 5699 -911
1968 434 -316
7294 4465 526
1710 3155 -504
5862 1329 798
6622 5791 235
3929 576 -72
1963 7212 863
2459 6993 140
7540 6890 548
7620 989 479
863 5670 673
8073 7997 70
3235 5032 -582
961 7707 -815
3430 5446 -201
6255 6238 -981
611 2894 838
7445 2665 -678
5576 5046 -136
5530 2003 643
1510 111 983
1717 5573 -567
184 6969 -626
5621 4097 94
6979 531 -539
8049 1611 174
5408 6236 881
3671 7845 -64
2389 3572 -149
6301 7155 343
6868 3942 336
2315 4864 834
1918 5784 -692
8077 4670 -653
745 5403 -415
1372 5231 827
4317 5024 -496
6919 4368 761
2324 6665 -3
2326 3813 -954
1815 6712 -940
489 4344 466
6896 1281 329
5628 6900 -774
5724 7942 -503
3930 6035 218
4963 7610 491
3176 5507 660
401 703 424
923 7835 -152
5275 1915 559
7353 1424 770
6759 3233 743
5798 3759 405
4 6367 -654
504 6048 930
5009 1482 -150
3857 610 934
391 3707 697
1382 2787 -809
893 1297 -791
1007 8241 -559
6505 3663 -836
4290 7347 -190
2199 2316 -40
3314 5466 -582
607 4686 893
2857 106 294
1569 2606 -696
2830 6668 197
4083 3226 -750
4287 429 115
3861 829 703
3854 6963 333
2528 1561 516
2279 280 -861
4311 1188 -35
2567 309 391
2006 5512 -511
7013 816 594
4917 6912 767
439 8262 70
1018 8064 326
6043 4384 503
7066 4376 -149
7422 2569 503
3882 5683 928
204 4853 883
3681 1176 509
5403 1290 -485
5245 7116 626
5004 871 -64
5836 1440 746
877 4014 368
5360 7772 -275
4377 5420 -117
7296 1838 -157
6997 7449 -557
4745 2808 -548
673 5594 962
5843 1571 968
2967 5553 -559
8044 4390 159
4190 7340 -583
946 4673 -450
8191 4421 609
6402 7973 -533
5570 1785 811
7908 4518 -134
3555 4801 333
1314 5844 361
6797 4800 -387
2904 6578 -804
1680 4215 -43
5532 5083 831
3015 8098 284
5492 2719 -558
4984 4838 666
2258 3260 -739
4789 6392 -705
4516 949 -117
751 3098 -242
6500 5436 -369
5347 1795 867
6743 6316 425
7640 4649 -62
4427 3892 749
5662 5597 86
5898 3439 321
4237 5481 131
3360 7277 480
1291 883 629
5008 2550 181
5462 2319 47
7328 4562 -736
7835 7846 340
4751 2841 518
4173 3403 -573
581 6256 -743
2383 5244 213
1722 1693 -154
2803 1707 751
1711 7265 708
408 6515 -985
3870 6300 46
1985 1338 330
3340 2423 335
6011 1831 -865
3879 1552 154
5202 2368 509
5289 3381 -881
1913 4225 57
7236 4884 -737
6741 7372 -415
5365 444 -714
6992 8222 724
892 4956 -624
3591 4882 -309
7470 4369 -941
6497 974 -836
5362 4420 365
5848 736 -739
8007 7271 323
5303 1105 -416
5419 928 527
6025 5562 91
7930 4905 -497
3117 6104 836
5666 2196 469
7324 2486 980
6286 1436 -355
2834 2430 451
1982 2040 -794
8076 2260 165
7011 1643 297
5778 7272 419
1305 104 -526
3296 8090 -769
877 4922 -484
5414 2631 -685
3060 1491 -437
1760 4537 -59
6703 6911 -715
1606 4380 -418
639 4546 799
2357 2904 -531
8246 4078 -450
7036 4467 -22
474 8266 148
7039 1375 45
923 1631 397
1534 6369 -350
5702 7027 -561
588 5829 251
1787 2118 -228
8113 3197 765
4316 6372 -376
8158 4150 162
1033 1009 361
6273 3893 -277
7945 5705 756
7737 255 -673
3187 654 -510
1453 5086 393
6286 681 -277
5659 4168 -840
2618 1226 44
3237 7236 -148
5118 6203 855
2254 2971 981
4314 4143 653
504 4983 -796
6669 3650 -71
7018 5057 -196
4458 7092 713
6655 6427 -974
384 2086 635
8316 7597 -27
6734 1880 -406
587 546 775
1334 5941 828
1063 7794 564
6498 1187 -92
3935 7654 -831
2191 6328 -234
5805 4038 -127
4735 915 435
2453 4830 925
4496 5573 -624
5997 793 -262
8185 2751 -357
1044 1469 406
7609 6200 -826
7194 2771 -715
4282 3662 840
4647 1563 -484
7651 2331 206
4212 1919 -13
405 1839 -409
3735 7803 247
1036 8117 46
5430 4452 941
7075 3086 956
6033 8200 929
1947 4306 853
7534 263 482
6986 3965 375
5094 336 142
1310 1934 42
1939 3846 770
5014 5669 -48
351 4895 -173
3286 3936 -695
3366 6792 838
6708 573 530
1003 4107 -201
1633 5864 831
4422 244 663
7103 1418 -657
5137 7965 429
1280 5602 -924
6932 726 -73
262 6739 -676
2865 8070 405
2890 8264 -850
664 7490 505
986 7181 -379
6025 7080 -484
3553 4466 236
5416 8267 458
7748 5247 546
1574 895 -353
1353 1609 517
6473 6924 -78
958 5381 757
3637 979 503
1508 313 -695
5050 4302 -383
5986 1106 -17
1164 1877 -957
1900 2283 -381
7528 1802 -472
1897 3784 997
4436 6962 -624
3777 1975 -697
655 4319 863
208 8309 -72
2875 6659 541
3697 1746 -765
5727 1218 -814
2064 612 800
4077 6874 138
4068 7116 -277
8002 6525 961
3027 7485 -921
2027 3372 140
283 5831 -223
6432 996 5
3275 5927 170
6465 3808 -361
1106 2588 678
2925 7737 499
7636 5513 -958
608 7512 403
4214 7801 706
1366 1681 -988
5328 6985 837
3040 3951 887
4971 6910 78
6567 8162 193
6681 4246 317
6838 5777 570
3986 4279 230
7665 6128 310
6126 6941 568
970 4135 73
8167 3194 -680
4877 1259 -738
1304 290 -45
6210 1394 528
3149 6100 -344
6249 8067 250
448 2711 -291
5402 1964 -453
5191 5297 226
1474 4536 210
3187 6408 -284
4885 7358 -604
2635 174 352
1992 4724 76
7712 6112 72
2397 6283 -571
6180 6758 370
3037 3944 341
3925 7976 -284
3575 1916 337
3947 2915 420
8341 2108 -530
3840 6677 -201
6671 5017 785
5446 1502 754
5488 4361 112
6789 3005 -38
1095 628 -816
6693 2339 924
54 7045 -258
6635 1167 -790
426 4969 23
3175 2451 -723
4702 2869 135
3905 6162 759
47 7025 -204
5919 2960 306
3144 169 949
3864 5116 265
223 6778 -14
1544 2850 -272
4719 752 562
3297 3515 -659
2669 5029 716
4298 2743 -445
4142 7080 -622
2140 7716 -395
258 6039 120
2783 1229 -298
6763 997 808
3614 5372 -181
4359 4005 124
4235 3590 779
1701 8203 512
1206 1287 507
7150 1009 572
2096 736 -110
2883 7456 -719
8040 865 22
3488 4608 -806
8067 1656 -964
7621 6513 455
8331 7555 41
7035 2025 -703
5377 1866 -683
3947 5924 -705
124 1213 810
2377 217 918
4412 534 -604
3520 7909 -424
6106 498 -829
995 6571 -939
1534 3237 844
54 6723 -620
4356 318 -15
633 7568 -145
3871 6679 198
5830 738 -344
3380 5067 -885
5202 6250 672
2626 4743 -633
4497 2051 -502
4043 7178 70
7251 4635 743
1478 5621 639
5163 6205 693
7161 5297 -719
7802 4087 -36
5199 2207 613
6199 7242 -494
5196 3918 -596
4079 2855 -954
4635 2690 967
8191 1739 325
6916 157 -741
7142 5913 26
6970 5176 127
3862 614 337
395 1563 937
6319 4993 789
6387 247 999
4146 1094 -1
4612 6502 173
4411 7052 -277
5859 7263 112
2362 2498 160
6751 7566 -384
7191 6147 17
7483 6097 -700
5794 3330 321
6967 156 -676
1246 6527 726
4202 348 758
6295 4980 -434
7521 5190 132
1975 967 958
5838 6956 -696
2818 4037 -288
1527 8238 771
1795 7125 -389
3535 5003 -935
611 4956 -238
3061 3799 218
1929 861 663
4169 1559 -18
2160 1497 59
4475 710 636
3833 4114 -170
4625 8062 505
1935 5571 -676
7960 6014 701
7744 4992 -250
1884 2942 -468
2972 6718 193
7101 7188 -359
8004 8172 -115
4294 7945 813
2150 6639 173
5033 4771 -129
5275 6182 -512
6917 5761 938
7190 2749 100
3841 8291 -219
1506 1395 367
6728 4396 -806
2130 6064 789
3517 3079 -881
4764 7668 -335
2169 7803 590
2237 5861 549
2561 5183 -816
696 5362 -757
3468 2785 728
1967 5619 -626
7535 1237 109
4879 3383 22
3201 6094 608
1007 5498 -628
6975 7111 -296
3814 798 358
3699 7076 -786
1637 6651 299
4685 944 538
4469 310 -645
5139 1508 -954
5891 5962 -349
6897 1399 -194
7968 5236 -136
4144 7169 558
5509 1399 863
7751 4069 -707
1449 7285 -54
5345 6273 738
644 496 -799
6790 4208 464
8255 6361 871
5644 2948 -647
7693 1077 -537
4749 324 315
5920 4039 -588
1814 5239 984
1061 6213 -667
2314 3039 74
1180 955 -148
5607 7477 -273
4190 3344 -564
8355 2118 -147
5683 371 -623
4181 7502 -307
3385 7553 -758
3817 2528 -230
7748 2191 -783
4099 1553 137
4369 7259 676
3343 5196 461
5342 817 478
274 6477 -455
7585 2987 -580
831 1319 -533
2487 6105 -734
5369 5835 227
4643 5299 -743
1068 5025 324
1576 897 54
2852 6733 -929
3244 3903 -863
1402 5813 -819
703 3421 -894
7366 3054 -815
6456 4215 -68
3066 1302 -567
7078 2288 980
517 5158 -316
6340 2474 -458
3809 7838 -836
3917 2646 -7
5445 974 -944
2388 226 1
5512 3588 -127
6524 6450 -224
7748 772 -16
2228 1370 -775
5135 8227 -73
5798 2152 -687
5888 924 128
3468 6167 -226
3613 3728 -636
617 7429 -451
1214 6311 -605
1950 3722 -341
1435 7785 555
4649 2905 -772
3041 8269 454
4683 4995 902
7890 8331 -666
3932 4405 836
7270 4493 412
3468 1812 998
3872 2789 -118
2970 3537 -224
8241 4557 -719
4590 1008 -854
6291 3557 140
5575 6807 -497
2341 7922 -935
6986 2055 -823
6857 4961 -639
5359 7753 -388
6367 7933 210
4509 8096 -572
6918 768 -764
6350 5092 -665
3312 6745 234
2405 7605 -847
4020 5808 -365
1047 5030 350
2324 4489 -182
699 5050 427
2133 6910 973
1367 4241 507
6180 2771 -664
6819 6288 348
7666 3519 -205
7705 2766 359
2311 5928 -831
6833 239 -558
7033 2527 979
907 4911 -886
701 7219 158
7960 4839 -537
5052 7912 -123
1782 2784 267
7939 6320 355
8260 3683 -180
7051 2616 -600
5897 1986 167
603 1138 27
7634 8255 -62
7836 896 -591
4155 2585 -930
4752 6257 23
6447 2035 -125
6342 3850 514
1747 2443 -384
5319 5281 -395
7083 3342 -763
8033 5091 -731
6170 1236 -127
2617 6983 -177
1853 1086 107
3185 3686 -600
8100 7890 -464
139 349 665
1917 6256 335
402 1558 330
6881 7727 -719
618 5373 516
751 6255 740
1665 1202 977
7005 3085 760
5498 6227 705
2372 2157 532
3178 7155 282
7184 385 842
2634 6994 948
4827 4288 998
7433 3196 900
7450 3857 -105
4587 3399 736
3897 3126 -147
3575 5323 -223
5477 1459 401
902 6904 -799
7142 560 341
6379 2520 -717
3375 3227 -315
628 2696 -965
5190 8177 45
7222 1414 -568
5410 2751 203
6677 6087 245
6582 8322 58
1913 2849 -22
4319 2216 -23
3009 3326 671
8055 783 620
7005 6786 567
5609 6623 0
4073 6691 -198
8324 4353 888
4194 7335 722
7445 1336 -16
1870 1569 474
2130 1975 636
7979 382 -554
7384 5166 -918
6186 5922 973
4592 7815 443
5851 2572 -136
2248 7251 -97
1362 7237 433
6165 1901 453
8166 8053 -977
6024 992 -67
5382 7434 678
1695 8036 598
6557 2929 841
1225 1282 10
1090 2665 994
6086 7086 47
7856 6293 -239
3383 3265 704
7587 2275 -877
1566 2107 952
7037 4209 231
2106 8335 33
5811 2981 -796
3995 3951 219
7459 2622 642
3547 447 47
4505 4362 -628
1990 7800 -589
440 2757 -60
785 456 -123
4322 1522 977
3190 2401 300
4426 2757 -314
7234 709 352
3413 7615 -503
1209 4473 424
3689 2043 -918
3953 1591 220
2286 5870 -799
1438 7261 453
1489 340 -716
2859 2611 351
7733 6215 -70
6660 3887 -560
4197 7157 -788
6154 6680 330
2643 3866 -423
3287 3365 506
5925 5839 -729
4723 2973 184
7059 4309 -158
5968 4114 -959
3253 6342 325
7422 8308 -910
2716 6089 970
7781 7208 718
4484 6903 -803
7661 6562 -431
3534 590 591
6663 7339 -953
8038 3173 -23
4322 4015 723
5505 8204 -116
2385 6812 283
88 6033 231
3644 1276 -669
5954 5395 593
360 2125 -168
6348 2003 -263
7785 3131 251
1461 6021 -850
6409 173 -682
4802 6585 230
4532 1665 707
5748 5141 -172
1103 5084 -5
6741 3806 341
8331 168 -245
45 6274 -277
3992 5583 118
4489 5134 794
6547 1940 767
6344 7741 -562
4167 2386 522
7972 1377 815
1155 5683 737
3648 4038 616
8220 5795 -881
2700 7290 -659
7720 6661 398
8343 8264 693
355 722 -442
1925 242 -877
4915 1336 377
4848 1570 65
2228 3494 732
3035 7036 -627
7467 449 866
5292 5673 -8
1505 2168 609
4674 3794 99
6493 6954 -274
1557 1607 -92
6895 4264 -948
2454 1076 -40
5937 1701 553
6203 3807 537
6369 1320 148
4750 152 881
772 2340 -259
7164 5301 440
4885 5735 593
8273 7593 301
8241 2209 202
7710 5745 -61
3734 3621 -70
2538 5560 -17
7132 1114 -78
7636 5740 -103
6832 2885 -218
1729 2248 83
3187 935 -533
2450 5176 -160
6616 2737 -760
900 947 -397
6345 861 -923
2955 5515 725
3900 6989 768
1811 6850 -515
735 6743 935
8035 2614 123
8180 5083 793
5459 3663 -782
7992 1583 -74
237 8145 313
4677 5619 -668
748 3225 337
5173 2543 202
7554 5470 -883
6060 3978 620
5837 6194 388
2448 623 191
5031 6522 780
7125 3080 214
1439 8123 -798
6665 4039 -477
6064 1723 -199
7032 1494 -984
7975 4001 592
49 3629 623
8266 2761 943
1609 3935 -893
2410 716 -734
6253 6795 -291
4775 5713 513
4283 5463 958
6103 5297 857
1469 3885 -641
718 4780 182
3163 3226 517
5809 8003 -579
2394 221 130
3869 837 -821
5924 1124 -807
386 7398 -208
4783 7642 848
7101 4301 -35
7365 4909 -686
5610 1658 433
2986 894 857
6557 2307 -771
7506 5719 -535
3314 1156 813
7052 7950 264
7679 7018 -344
7631 5900 -557
3624 5762 -256
2322 4862 -297
7573 5438 -164
5762 8315 -684
1393 3135 436
5045 2744 -848
3656 7746 852
2046 2093 -818
6723 610 -34
531 690 369
1364 6343 911
3518 2762 -948
4007 5035 -4
2295 5007 -991
930 948 -617
1599 6437 -722
5472 1736 -551
5124 5167 -985
7349 8255 -409
2628 769 613
2316 5804 -7
7545 8240 -81
8082 3457 729
2015 4220 854
1602 2348 -695
3120 6044 586
6398 739 822
3626 7968 30
2341 2973 57
3606 1443 121
3165 6341 767
320 4674 237
6602 6894 396
6353 2559 -669
3524 6139 -327
5035 5700 25
6721 2846 -472
3820 885 167
948 792 290
2683 63 88
4789 4888 716
6133 2159 90
7559 64 -524
6827 22 -209
8085 1448 -710
8309 1734 117
5878 1509 831
5773 4243 -332
6008 7305 -500
6657 5655 -352
3887 6918 -619
564 285 -664
191 4467 -453
6787 7346 -579
2300 5865 -338
7666 5065 -848
406 5488 -238
3570 3856 -205
6411 7203 789
7114 5484 26
5342 5335 -875
131 6689 -442
4273 3247 644
6766 8331 -471
414 7125 288
3351 4796 -947
6093 6933 87
8159 678 433
310 4869 308
4864 6325 -86
1500 2249 969
3892 1635 162
7988 6892 -267
450 3780 230
1928 4962 -944
2147 6514 -689
2361 1152 193
3859 7287 100
6964 7511 383
7047 6016 376
2650 5594 679
5306 3959 964
6408 1355 -392
8135 6605 824
5399 3087 479
1768 7076 -816
6429 3403 -978
6155 5115 -237
1214 5927 -166
828 82 -4
6168 666 -52
6908 127 968
1177 943 -934
7615 4306 -446
7329 2099 978
3883 1064 415
5293 3380 -600
5046 7832 -348
2672 6436 -9
6612 2654 -406
7469 7134 -296
4928 4164 619
1268 929 693
3303 8297 862
4209 7483 -683
282 6832 869
1245 241 478
676 6088 746
7100 2723 453
3174 3196 -589
7092 6654 -421
5624 7665 -594
7373 4575 -915
6065 6713 61
3907 4838 -841
3519 3238 -451
7067 1664 -491
6283 1453 906
3883 3247 253
2617 6601 -736
1305 5660 -642
7945 3205 -374
2572 1838 -513
6637 2309 -805
5854 3668 -843
6098 8319 -619
4532 6649 -268
7372 6695 723
1884 8069 176
7334 5344 -230
7540 6422 -333
6641 924 -225
3375 2280 -917
1168 2107 275
3216 2022 -638
5788 3714 -472
8351 2309 -544
2971 7687 592
5863 1485 -592
4615 8193 726
877 5028 691
4592 1591 962
455 6387 7
7589 4800 729
4698 5553 134
1631 3234 -884
4158 4715 -441
3543 1603 91
3185 3102 -314
1643 1281 -184
7703 5505 971
1292 1 -352
7927 3929 459
7441 6600 -771
8005 6560 -451
2434 6994 27
3692 7833 -87
5041 1522 -150
5982 3313 -901
5527 3969 -835
8327 1498 -862
6740 7183 -669
6614 912 -310
91 4165 361
1997 3713 66
5934 358 885
6961 591 -479
6339 7659 -489
1492 5306 782
8186 3342 31
7433 2682 -377
481 5380 -678
4126 5665 721
8349 7618 790
5159 6315 536
3772 4272 -453
3138 7940 -157
6782 7 731
4774 74 -942
1205 5510 268
5384 3360 -468
5688 6611 996
6597 1484 158
5884 2971 622
1806 5966 -503
4339 1393 72
7857 3751 298
6720 6371 -222
7051 4864 -249
804 8087 390
3025 3656 -178
4828 7323 389
1279 6290 103
4160 5480 262
1226 6431 463
6312 662 507
4378 5313 -722
2101 2516 -380
4355 6050 193
5717 8278 -805
6441 5108 -769
2454 2059 -89
6406 6979 52
13 8180 785
8195 1290 851
5165 5171 764
3282 2149 -517
2556 6142 -226
1953 3311 573
1195 2920 -565
7009 1887 -874
7347 7062 700
6665 6553 104
3286 3252 771
6435 2543 -349
931 2914 320
5146 1654 -250
18 8194 926
962 2099 802
857 2546 138
6639 6539 557
7868 6578 -255
6671 2667 -336
1365 6442 213
692 8032 83
